dataset_id,score_function,feature_extractor,alignment,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,score
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,middle,middle,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,middle,middle,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,little,little,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,little,little,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,ring,ring,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,3,6,right,right,ring,ring,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,left,left,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,thumb,thumb,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,thumb,thumb,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,index,index,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,index,index,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,middle,middle,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,middle,middle,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,little,little,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,little,little,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,ring,ring,1,2,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,5,right,right,ring,ring,1,2,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,4,6,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,thumb,thumb,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,thumb,thumb,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,index,index,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,index,index,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,little,little,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,little,little,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,ring,ring,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,left,left,ring,ring,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,thumb,thumb,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,thumb,thumb,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,thumb,thumb,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,thumb,thumb,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,index,index,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,index,index,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,index,index,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,index,index,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,middle,middle,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,middle,middle,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,middle,middle,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,middle,middle,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,little,little,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,little,little,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,little,little,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,little,little,2,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,ring,ring,1,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,ring,ring,1,1,2,2,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,ring,ring,2,1,1,1,
i,hamming_dist_subsampled,maximum_curvature,miura_matching,5,6,right,right,ring,ring,2,1,2,2,
